chr,pos,class,length
10,760,1,84
5,291,0,0
4,4506,0,0
1,8072,2,24
9,1104,2,12
1,1480,2,28
14,3856,2,20
10,4212,1,28
1,1090,2,18
16,611,0,0
6,5502,0,0
7,1740,1,16
10,3904,0,0
5,6098,0,0
16,620,1,32
3,4748,0,0
2,48,0,0
10,1675,0,0
10,536,1,8
5,2403,0,0
9,4636,1,22
7,3233,0,0
1,7361,2,17
11,1452,1,8
13,1400,0,0
2,2748,1,36
5,6247,0,0
15,1898,1,46
6,80,0,0
20,337,0,0
19,1642,0,0
11,2896,1,24
13,1275,0,0
12,4210,0,0
17,632,0,0
20,1570,0,0
10,3908,2,12
12,4222,2,32
10,3568,0,0
21,1645,0,0
1,7218,2,10
14,2727,0,0
14,2805,0,0
5,84,2,16
20,1852,1,38
13,1040,1,28
9,3403,0,0
7,5430,2,14
18,875,0,0
10,1550,0,0
1,974,1,24
7,5620,0,0
3,5967,0,0
11,3822,2,34
17,291,0,0
8,2110,1,7
4,3349,1,27
9,1320,1,12
11,4688,2,24
11,4084,2,48
9,2930,1,22
5,6826,0,0
3,6310,0,0
3,5288,0,0
2,6165,0,0
2,8037,0,0
2,7148,2,28
16,1500,0,0
5,5370,2,30
5,6918,0,0
1,9412,1,14
7,130,1,54
5,3132,1,20
12,4769,0,0
14,2680,0,0
15,1944,2,28
14,4086,1,26
6,2311,0,0
4,6764,0,0
1,6121,0,0
11,2614,2,32
16,3222,1,18
16,2599,0,0
14,2100,2,46
3,2016,1,60
13,2996,2,24
2,2848,2,28
10,3786,1,26
8,3128,0,0
4,7426,1,28
8,944,2,12
2,2352,2,36
4,994,0,0
3,3646,0,0
5,3222,0,0
11,3751,0,0
6,759,0,0
3,7808,2,8
10,612,0,0
5,2008,1,70
5,1636,1,80
2,6447,0,0
3,1930,2,32
11,3607,0,0
6,168,2,44
11,3791,0,0
15,3802,1,28
18,112,2,10
10,3896,2,22
11,2612,2,8
17,2293,0,0
14,2652,2,28
6,2964,2,44
10,3163,0,0
1,7312,2,10
12,3134,2,54
6,1726,2,12
15,2600,2,12
20,1336,2,24
20,480,0,0
1,8938,2,6
19,528,0,0
3,2802,1,68
11,3134,0,0
7,2729,0,0
11,1380,2,28
21,1622,1,12
1,442,1,32
8,1244,2,24
2,5832,0,0
16,440,1,40
11,550,1,22
9,3756,0,0
5,5685,0,0
1,8048,2,28
2,6018,2,24
10,787,0,0
22,595,0,0
3,5336,2,12
2,2918,2,48
9,5236,1,38
6,2836,1,36
3,2549,0,0
15,3992,1,24
20,1382,1,8
8,2582,0,0
18,1008,2,32
18,791,0,0
1,2092,2,24
4,5212,0,0
8,775,0,0
9,4321,0,0
13,986,0,0
14,4284,0,0
14,3956,0,0
10,2804,2,20
1,7456,2,4
4,6081,2,34
14,3628,1,24
6,4643,0,0
11,372,0,0
12,2306,1,28
10,124,2,78
9,3522,0,0
5,1668,2,32
4,56,0,0
8,5148,0,0
16,888,2,10
7,885,1,17
1,7801,0,0
6,1095,0,0
12,3755,1,25
5,1336,2,30
11,415,1,16
10,2354,0,0
10,1206,0,0
6,137,0,0
10,2080,2,38
2,2076,0,0
18,1060,1,56
2,8803,0,0
3,3077,0,0
20,75,0,0
4,4460,2,24
4,2766,0,0
5,6759,0,0
16,1948,2,20
12,2146,0,0
13,3102,2,68
19,1774,0,0
4,1426,0,0
7,280,1,24
3,6024,0,0
16,3443,2,10
6,2980,0,0
9,5548,1,20
18,1140,1,48
7,2616,0,0
1,3144,2,24
1,5116,0,0
3,692,2,20
5,5127,0,0
16,2724,2,24
17,1844,2,8
7,1632,0,0
15,3633,1,30
17,408,2,16
6,434,2,16
13,1024,2,28
6,5353,0,0
22,1246,0,0
18,814,1,28
17,311,0,0
19,1578,2,24
1,8797,0,0
4,700,1,44
15,1775,0,0
11,3304,1,12
8,4368,0,0
10,2966,0,0
7,828,1,56
9,524,0,0
14,2188,0,0
7,2006,0,0
9,1964,0,0
16,994,0,0
7,6040,1,20
12,3973,0,0
18,1269,0,0
6,117,0,0
2,2436,2,84
3,7850,2,12
15,1122,0,0
9,416,0,0
2,4456,1,24
12,1986,1,14
3,6108,1,42
3,1542,1,21
9,1313,0,0
3,2264,2,104
14,1956,0,0
22,1616,2,12
16,1252,0,0
21,1560,2,24
17,1620,0,0
7,685,0,0
13,30,0,0
3,4420,0,0
2,8368,2,4
4,6733,0,0
6,2954,0,0
7,1578,0,0
2,6050,0,0
5,1595,0,0
7,5668,0,0
1,768,1,16
11,5199,0,0
16,608,0,0
3,2690,0,0
19,188,1,36
11,726,1,32
10,590,0,0
1,9483,0,0
13,4291,0,0
10,4142,2,30
1,3845,0,0
7,2938,1,28
15,3628,0,0
1,135,0,0
8,3601,0,0
2,1952,1,76
2,1708,1,10
19,1911,2,27
2,8540,1,24
3,3516,0,0
18,1309,0,0
1,154,2,20
21,328,0,0
9,2876,1,26
10,1671,0,0
11,5095,0,0
21,1512,2,16
6,1704,1,40
7,1456,1,34
14,962,2,20
7,3602,2,12
20,2335,0,0
17,2628,2,14
17,2178,0,0
8,5380,2,26
1,9409,0,0
13,1917,0,0
15,1997,0,0
16,2736,2,36
17,308,0,0
10,3080,2,40
8,5535,0,0
3,5706,0,0
9,3195,0,0
1,9747,0,0
20,1916,2,12
6,3930,0,0
4,284,2,20
1,9179,0,0
7,3686,2,28
2,1760,0,0
19,1927,0,0
2,5384,1,44
5,2492,0,0
5,5692,1,52
3,2576,0,0
12,4185,0,0
1,3901,0,0
11,1051,0,0
5,2140,1,12
2,7960,2,12
16,988,0,0
2,4133,0,0
14,3096,0,0
3,7588,2,32
22,940,2,8
13,4157,0,0
2,2695,0,0
15,4032,0,0
12,3878,2,22
9,4318,0,0
3,7364,1,16
3,272,0,0
6,392,0,0
1,4684,1,24
12,4232,1,32
6,1603,0,0
12,2915,0,0
12,657,0,0
14,1081,0,0
4,7273,0,0
20,188,1,16
9,1659,0,0
15,1241,0,0
4,6655,0,0
22,636,0,0
10,472,2,10
3,1898,1,32
15,3951,0,0
3,6824,1,28
15,133,0,0
13,1285,0,0
15,2742,2,16
13,202,0,0
6,2246,0,0
2,7576,2,40
15,1111,0,0
12,4203,0,0
10,2596,2,30
16,1888,2,28
15,3450,0,0
2,372,1,60
14,2678,0,0
2,1353,0,0
18,623,0,0
16,924,2,20
6,5564,1,24
3,2749,0,0
2,2227,0,0
11,3848,2,26
1,4664,1,20
9,2627,0,0
3,1898,1,30
14,1832,2,24
7,6184,1,40
1,7361,1,26
4,628,1,24
21,900,0,0
3,4971,1,7
15,3560,1,16
3,2876,1,40
2,7107,0,0
20,957,0,0
12,5172,0,0
12,888,0,0
1,3882,0,0
4,976,2,60
1,998,2,24
5,518,0,0
13,1895,0,0
1,4992,0,0
1,4082,2,28
3,6017,0,0
13,1946,1,28
5,3598,0,0
11,1179,0,0
4,422,2,30
1,888,0,0
9,5406,1,30
6,4786,0,0
9,5149,2,23
9,873,0,0
20,377,0,0
2,175,0,0
18,2728,1,84
4,3000,1,28
5,5516,1,32
1,7234,2,16
2,4816,1,28
11,5232,2,30
3,7816,2,16
3,387,0,0
4,5840,2,40
19,1634,0,0
12,2012,1,20
5,4233,0,0
4,3090,0,0
2,1169,0,0
11,2672,2,30
1,7256,2,10
6,1496,1,12
4,6157,0,0
2,4884,1,20
6,3324,0,0
6,444,1,20
5,408,2,92
13,4432,1,48
18,235,0,0
12,1100,1,16
12,1698,1,18
2,3705,0,0
5,3167,0,0
20,1314,1,22
1,1196,2,14
9,398,0,0
2,4434,0,0
13,74,0,0
3,7776,1,24
1,7983,2,35
5,5424,2,16
3,208,2,20
3,5151,0,0
19,1524,0,0
16,1152,1,8
12,2360,0,0
3,5092,1,18
3,5336,2,10
3,338,1,10
1,6008,1,42
9,4874,0,0
3,6827,0,0
8,5748,2,48
2,135,0,0
18,387,0,0
11,3197,0,0
11,1452,2,34
7,5703,0,0
4,6760,2,78
14,4048,1,36
9,4575,0,0
1,5908,0,0
13,471,0,0
6,1007,1,34
10,2906,1,16
4,5840,1,24
16,480,2,20
20,1076,0,0
18,2270,2,12
19,2089,1,95
7,1717,0,0
10,2097,2,17
20,1484,2,60
10,3523,0,0
15,2576,2,20
19,1259,0,0
16,2357,0,0
18,940,2,64
13,1880,2,44
10,1633,0,0
18,2980,2,20
9,3598,1,14
14,910,1,26
2,3387,0,0
5,1233,0,0
2,989,0,0
10,1856,0,0
2,2769,0,0
20,732,1,56
19,556,1,28
12,3577,0,0
3,828,0,0
17,1664,1,12
2,528,2,56
5,3000,1,22
13,4178,0,0
18,1564,2,48
21,182,0,0
9,4485,0,0
8,2660,1,34
1,5180,0,0
8,3280,0,0
21,63,0,0
4,3758,0,0
9,5236,1,36
14,2312,2,36
2,1904,2,20
6,6198,1,26
4,6682,1,78
9,5261,0,0
6,6736,1,108
15,2100,2,12
12,4322,1,10
18,1177,0,0
4,6184,2,14
15,175,0,0
13,2798,2,44
16,281,0,0
5,3772,1,8
6,268,0,0
18,2790,0,0
8,2830,2,8
13,3265,0,0
1,9252,0,0
20,811,0,0
12,1024,1,24
5,1468,1,28
15,1874,0,0
1,9188,1,34
5,6818,0,0
9,1300,0,0
12,2986,0,0
9,1596,0,0
19,346,2,26
6,202,1,14
10,1339,0,0
1,9052,1,12
9,4414,0,0
1,840,2,32
12,2032,2,20
4,3604,2,26
2,2980,0,0
16,3018,2,10
6,3128,0,0
6,1432,1,24
6,4272,1,22
10,2144,0,0
17,320,2,16
2,4212,0,0
20,1362,1,20
4,7444,1,10
11,678,0,0
16,460,2,20
8,74,0,0
9,5248,2,20
9,3676,2,28
10,128,1,64
8,5371,0,0
22,1316,2,21
12,1511,0,0
16,412,2,42
6,5520,2,30
9,4340,2,40
7,1714,2,36
7,680,1,24
20,2285,0,0
3,3523,0,0
10,5209,0,0
14,3221,0,0
8,1202,1,18
19,1505,0,0
1,9313,0,0
14,2860,1,32
15,3128,2,40
13,4312,1,40
15,2536,2,32
8,916,1,28
19,986,2,194
15,3268,1,32
2,4015,0,0
6,5972,2,20
2,8672,2,132
1,4721,0,0
3,5423,0,0
5,194,2,112
10,2736,0,0
9,2874,0,0
14,3086,2,40
8,5216,0,0
6,3586,2,76
11,1655,0,0
6,1924,0,0
19,700,1,32
6,811,0,0
10,3856,1,18
7,1606,0,0
18,2583,0,0
10,2858,0,0
2,4288,1,64
19,296,1,24
2,7709,0,0
1,5276,0,0
4,7566,0,0
2,9008,1,18
8,5828,1,28
7,1088,1,36
9,5372,0,0
9,761,0,0
8,1504,2,36
10,2965,0,0
1,9308,0,0
10,3776,1,36
9,1319,0,0
7,1423,0,0
1,6172,2,40
2,4747,0,0
19,1400,1,18
4,4833,0,0
7,5368,2,120
2,2258,0,0
9,3452,0,0
7,2013,0,0
16,3534,0,0
8,3852,2,20
20,1508,1,76
6,5338,0,0
4,4712,0,0
15,683,0,0
18,2210,2,38
6,3622,2,36
8,1050,0,0
13,333,0,0
22,1536,1,28
3,5336,2,38
9,5228,1,20
4,844,0,0
19,1040,0,0
10,1228,1,8
1,8442,0,0
1,8864,1,42
10,5093,0,0
9,272,1,32
17,2981,0,0
2,1160,2,8
20,1286,0,0
5,6029,0,0
2,1682,1,24
10,4077,0,0
18,2521,0,0
10,680,0,0
2,6952,0,0
4,1614,2,14
1,1902,0,0
14,2860,1,30
6,4396,0,0
6,2543,0,0
1,2029,0,0
3,4868,0,0
10,3723,2,18
7,5844,0,0
3,5050,0,0
10,124,2,6
8,3547,0,0
12,1924,1,38
6,3192,0,0
20,1928,1,14
19,1688,0,0
2,2342,0,0
3,4472,2,20
11,4120,2,36
1,848,0,0
1,384,2,28
19,192,1,32
4,3000,2,34
1,5734,0,0
18,1197,0,0
16,3496,1,44
2,6396,0,0
2,3432,1,24
3,5136,2,24
13,2112,0,0
3,6110,0,0
1,2068,2,20
13,846,0,0
4,5048,1,88
8,1390,0,0
6,520,0,0
2,1341,0,0
6,5717,0,0
14,2348,1,8
14,2846,0,0
8,5510,2,34
3,5015,0,0
8,4563,0,0
11,2972,2,14
6,291,2,28
1,9424,1,24
6,1774,2,30
1,8505,2,31
17,1273,0,0
5,3408,0,0
8,4423,0,0
1,2873,0,0
2,5908,1,40
6,1744,1,28
8,4912,0,0
6,5378,1,32
7,1088,2,20
15,2314,2,44
22,284,0,0
2,2552,2,46
22,1355,0,0
3,3161,0,0
8,388,1,28
19,2171,0,0
6,1744,1,18
1,358,1,28
18,2212,2,40
4,264,2,28
5,5962,0,0
4,3914,0,0
18,2308,2,8
6,1187,0,0
1,2668,1,8
6,5776,1,18
7,708,1,80
21,1560,1,32
3,626,1,10
14,2469,2,27
7,4824,2,8
5,4915,0,0
6,4660,1,20
4,2474,0,0
9,4372,0,0
4,6986,0,0
14,1084,0,0
2,5315,0,0
13,1940,1,36
3,2286,1,30
1,6999,0,0
20,524,0,0
6,6574,0,0
16,2431,0,0
9,4992,1,32
2,9109,0,0
1,1620,2,10
20,1729,0,0
14,3012,1,34
19,1836,2,22
10,4976,0,0
1,609,0,0
2,3545,0,0
4,284,1,40
4,6842,1,32
8,2730,0,0
14,1332,0,0
21,1511,1,22
16,2956,0,0
6,1312,2,24
8,4508,0,0
2,998,0,0
3,2132,1,28
8,4016,2,36
11,758,1,40
8,3559,0,0
5,2644,2,22
5,4780,0,0
17,2607,0,0
4,80,0,0
17,2264,1,24
14,3978,0,0
7,884,1,20
21,521,0,0
6,2408,0,0
7,5566,1,26
3,5089,0,0
15,436,0,0
17,260,2,44
15,2441,0,0
1,7408,2,20
1,3237,0,0
1,4492,2,12
12,1764,1,8
10,674,2,38
11,4472,2,16
8,996,0,0
7,500,2,44
2,4074,2,10
4,4726,0,0
19,554,1,32
13,830,1,30
1,4999,0,0
13,1331,0,0
11,1292,2,48
1,8536,1,36
4,1929,0,0
15,3876,2,44
3,7611,0,0
10,2914,0,0
3,4276,1,56
7,99,0,0
8,1256,0,0
11,360,1,32
1,2172,1,42
17,2773,0,0
2,4884,2,40
4,2737,0,0
13,4499,0,0
4,2421,0,0
4,6036,1,12
7,5419,0,0
2,6870,1,26
13,1024,1,14
14,908,1,28
6,2548,0,0
8,287,0,0
4,5148,1,12
1,3576,1,22
3,7556,1,32
9,4493,0,0
14,2704,2,32
10,3940,0,0
15,884,0,0
14,1760,0,0
14,3773,0,0
5,1593,0,0
7,1618,0,0
10,3222,0,0
7,784,0,0
4,40,2,12
12,4008,2,32
14,2810,2,8
15,2076,1,8
2,3998,1,6
1,9730,0,0
15,368,0,0
5,588,1,16
20,1916,1,12
1,6172,1,34
6,1716,1,24
8,1590,1,4
5,3633,0,0
5,2456,0,0
2,3592,1,28
2,1764,1,20
10,1705,0,0
11,3507,0,0
15,3328,2,28
10,2462,1,12
15,2704,2,16
16,57,0,0
15,1410,2,38
2,1068,1,12
13,3416,2,152
1,337,2,17
13,855,0,0
21,267,0,0
16,2700,2,24
8,4672,0,0
7,1760,2,20
14,1968,0,0
2,6291,0,0
13,3522,0,0
16,2423,0,0
6,864,2,40
4,3056,1,16
17,1594,1,34
6,1702,1,12
15,2578,2,42
15,277,0,0
20,1816,2,12
6,3451,0,0
14,3996,1,20
8,3832,1,20
1,8830,0,0
14,2802,1,8
1,384,1,36
13,1922,0,0
20,941,0,0
2,8526,0,0
12,2134,0,0
9,2966,0,0
10,1284,1,24
9,3828,1,28
18,2115,0,0
15,2340,1,29
10,3860,0,0
6,770,0,0
6,6262,0,0
2,1722,1,12
18,837,0,0
13,1778,2,28
7,4958,0,0
19,696,2,24
11,1375,0,0
12,68,2,24
1,7948,1,36
15,3992,2,32
5,587,0,0
1,9429,0,0
5,1726,0,0
8,2694,2,16
12,4232,1,36
15,2399,1,26
2,7696,2,20
10,1759,0,0
16,3498,0,0
12,1262,1,10
12,1972,0,0
6,2994,0,0
3,128,1,44
13,1270,2,42
1,2688,1,32
1,9249,0,0
3,3530,1,92
16,3222,2,96
2,668,1,36
6,5490,1,30
20,681,0,0
22,1038,0,0
2,1524,2,20
20,1852,1,36
8,777,0,0
5,4492,1,28
22,1784,2,12
10,4868,1,40
1,6008,2,18
12,2760,0,0
16,3240,2,18
1,6774,2,42
13,3757,0,0
6,1418,1,12
13,3254,0,0
15,2600,1,24
8,1108,1,8
15,3592,2,16
7,3476,1,38
9,3715,0,0
11,1567,0,0
9,3898,0,0
10,1556,0,0
16,981,1,30
5,2364,1,34
1,966,0,0
16,2352,2,28
11,1104,1,72
18,2588,2,120
5,763,0,0
7,1892,2,56
6,744,1,56
6,5378,1,34
2,6113,0,0
8,4064,1,28
17,698,0,0
15,784,0,0
12,1164,1,20
3,7692,0,0
4,4164,1,32
3,2425,0,0
6,2718,0,0
2,7826,0,0
20,790,1,10
14,4079,0,0
11,5036,0,0
6,1216,1,42
16,3027,0,0
10,579,0,0
7,1440,1,16
1,444,1,28
11,2851,0,0
9,921,0,0
11,4100,2,14
1,5299,0,0
10,4503,0,0
1,9442,0,0
22,1335,0,0
15,417,0,0
7,1068,1,20
5,2433,0,0
3,376,1,40
4,7105,0,0
19,2024,1,40
3,2916,2,40
13,3760,0,0
2,324,0,0
1,9188,2,14
4,20,2,20
1,358,2,20
3,6805,0,0
17,2050,0,0
2,5488,1,56
11,1928,2,12
16,592,2,32
2,7898,0,0
18,72,0,0
17,2916,1,28
13,635,0,0
6,1744,1,20
14,366,0,0
6,1703,0,0
4,1576,1,24
14,797,0,0
1,7388,2,28
11,211,0,0
5,3862,2,24
11,4342,2,28
1,4334,0,0
1,1567,0,0
21,812,0,0
9,2812,0,0
10,1732,0,0
2,8122,0,0
4,4436,1,16
1,932,2,36
13,1776,2,64
8,5854,2,26
4,5940,1,14
2,1738,1,12
6,168,1,36
1,2516,1,16
13,3942,0,0
2,6356,2,32
3,6264,0,0
6,6141,0,0
4,1276,0,0
1,5824,2,8
1,5209,0,0
5,2222,1,24
2,0,1,72
17,3224,1,24
15,1944,2,46
17,0,1,40
4,1105,0,0
14,3971,0,0
16,2540,0,0
21,1255,0,0
17,2677,0,0
19,132,1,8
8,4059,0,0
11,1502,0,0
6,1506,0,0
10,1104,2,40
11,582,1,28
3,1800,2,24
19,2110,0,0
2,5463,0,0
14,3132,1,44
6,2964,2,42
8,1200,1,20
11,4084,1,36
2,9306,1,30
5,3300,0,0
18,1005,0,0
1,9791,0,0
14,3333,0,0
1,6008,2,14
14,2890,2,30
15,3731,0,0
6,6704,1,32
1,7302,1,10
8,5781,0,0
4,3687,0,0
4,5642,0,0
16,2843,0,0
11,4722,0,0
16,946,1,36
11,2940,0,0
15,2368,1,30
6,4576,2,32
13,3102,2,44
1,7004,1,8
2,1021,0,0
2,9576,1,80
13,4268,0,0
8,3284,2,8
10,258,2,30
11,4223,0,0
6,508,2,44
7,6330,0,0
12,2410,0,0
3,4004,2,24
4,6170,1,14
22,1437,0,0
2,1784,2,16
1,1620,1,16
12,2244,1,16
12,4158,0,0
18,1150,1,4
5,5836,2,92
2,1834,1,14
2,2484,1,24
11,4756,2,16
11,4946,2,28
10,544,1,36
3,5298,1,38
13,3833,0,0
17,2694,0,0
21,1442,1,54
11,0,1,32
19,1418,1,28
1,2215,0,0
14,3652,2,24
3,1144,0,0
22,1720,1,24
5,6780,1,24
7,5916,1,36
1,7480,1,140
1,320,2,50
5,6306,0,0
8,2266,1,14
17,2202,1,34
11,668,2,56
12,2846,2,38
5,3564,0,0
14,3700,1,32
7,304,2,24
6,202,1,16
16,2284,2,8
3,6831,0,0
2,3721,0,0
10,3874,2,18
12,4692,0,0
5,2248,2,28
7,3344,1,42
14,3280,2,12
2,2518,0,0
10,1016,2,20
3,6547,0,0
1,6776,1,20
1,6871,0,0
6,4432,1,22
3,4780,2,24
3,6479,0,0
16,2096,0,0
5,5408,1,16
11,376,0,0
6,1459,0,0
4,5920,2,56
1,1046,1,26
3,1602,0,0
1,3769,0,0
9,700,1,30
2,9058,0,0
6,2293,0,0
3,2560,1,20
4,3648,2,44
12,4447,0,0
21,1601,0,0
5,2826,0,0
20,1682,1,28
20,1204,1,10
1,5917,0,0
1,6926,1,10
7,1068,2,32
22,1420,0,0
7,236,2,28
3,7432,0,0
1,1024,2,26
6,650,1,32
4,7008,0,0
2,7876,1,20
13,2984,0,0
6,1688,1,16
21,1644,1,56
12,2048,2,16
4,6416,2,34
11,5316,2,52
21,1869,0,0
19,1332,0,0
3,6813,0,0
16,3432,2,28
10,3910,1,14
16,156,0,0
6,926,0,0
1,471,0,0
8,1502,0,0
2,5488,2,28
10,228,1,30
8,4146,2,16
4,2367,0,0
1,4350,2,18
14,2407,0,0
20,1278,1,14
7,1999,0,0
13,286,0,0
3,375,1,40
7,4398,0,0
1,3037,0,0
6,6775,0,0
12,2078,2,6
7,4840,1,8
8,4390,2,38
20,2037,0,0
5,5009,0,0
18,2872,1,18
10,3661,1,44
9,2721,0,0
19,228,2,40
1,9645,0,0
9,3903,0,0
2,4074,2,9
7,3820,1,80
9,2996,2,28
19,385,0,0
19,1195,0,0
6,4830,0,0
14,3680,1,20
4,162,0,0
8,1228,0,0
9,5208,1,20
6,536,0,0
3,6589,0,0
10,1184,2,28
3,7424,1,28
5,6763,0,0
5,5975,0,0
1,7110,0,0
14,1164,2,128
14,2772,1,12
12,1970,0,0
10,4214,1,26
14,4208,2,28
15,97,0,0
12,3726,1,28
2,6323,2,75
14,3307,0,0
1,6074,1,6
18,2468,2,24
20,1021,0,0
11,902,0,0
5,6625,0,0
2,4222,2,84
12,2029,0,0
6,1120,0,0
4,4036,2,18
1,9426,1,24
4,4281,0,0
3,3980,1,20
15,1332,1,40
12,4754,2,22
6,6472,1,112
2,440,0,0
4,800,0,0
17,478,0,0
7,3660,1,28
5,4520,1,56
17,450,0,0
15,1560,2,32
12,4656,1,30
4,6188,2,40
19,348,1,48
16,3540,2,44
6,1556,0,0
22,1362,0,0
4,2732,2,112
1,9500,0,0
1,1148,1,12
5,3520,2,40
8,5354,1,26
5,1364,1,36
19,270,0,0
4,4016,2,56
5,68,2,68
14,431,0,0
16,476,0,0
2,1920,2,16
20,481,0,0
14,2543,0,0
9,3560,1,36
5,3430,0,0
22,433,0,0
3,4094,2,38
19,1655,0,0
4,1138,0,0
12,2660,2,32
3,3995,0,0
1,8024,0,0
2,8989,0,0
8,5669,0,0
11,1310,2,18
22,1291,0,0
1,739,0,0
21,1444,1,28
2,6896,2,26
6,6442,1,30
11,2023,0,0
15,2792,0,0
6,909,0,0
2,3422,2,38
5,5333,1,37
10,1337,0,0
14,2552,2,48
11,4905,0,0
7,5131,0,0
6,2710,0,0
17,2791,0,0
4,6364,1,52
18,2980,1,18
2,5408,2,14
7,4028,1,8
2,9370,0,0
9,4756,1,56
22,699,0,0
2,2461,0,0
1,8288,2,24
4,5864,2,24
15,2863,0,0
20,2101,0,0
14,2486,0,0
5,4920,1,104
3,1774,1,28
14,3405,0,0
14,2024,2,12
15,2740,1,28
9,877,0,0
4,1550,2,28
5,5102,2,28
7,479,0,0
4,3218,0,0
6,6025,0,0
9,3856,2,30
8,186,0,0
3,5666,2,28
15,2788,2,16
17,270,0,0
5,3860,2,20
20,1413,0,0
4,7256,0,0
2,6436,2,36
2,9465,0,0
22,1640,1,30
2,3061,0,0
11,1461,0,0
1,9589,0,0
2,438,1,34
9,41,0,0
4,1016,1,16
5,4493,1,25
10,3675,0,0
1,8212,1,8
4,7374,1,32
15,2415,0,0
4,3082,2,10
14,2916,2,26
4,422,1,38
2,6507,0,0
11,2736,1,44
2,2612,2,8
16,2718,0,0
7,3927,0,0
3,5354,0,0
6,8,1,8
3,6250,2,22
2,3930,1,30
11,518,1,22
7,3940,1,24
9,4098,0,0
13,1802,2,24
8,2822,1,8
5,1668,1,48
11,1187,0,0
6,1348,1,18
15,3142,0,0
19,830,0,0
8,907,0,0
15,1928,0,0
8,2964,2,8
12,3373,0,0
18,234,2,30
10,3826,0,0
1,1319,0,0
10,2160,1,14
6,6069,0,0
9,2667,0,0
9,4992,1,16
7,4767,0,0
7,771,0,0
17,2331,0,0
1,420,2,34
21,1400,2,42
15,1822,0,0
11,3629,0,0
20,1404,2,22
12,2034,1,12
4,2246,0,0
3,7296,1,30
2,6944,1,68
4,6148,1,40
7,4672,2,12
4,4036,1,92
2,4712,0,0
16,2776,0,0
15,976,0,0
10,1434,0,0
1,1072,2,24
11,5207,0,0
17,1718,0,0
6,5376,1,36
4,4412,2,28
5,419,0,0
16,2256,2,112
13,1660,1,52
4,3509,0,0
7,187,0,0
4,5160,2,12
9,4968,1,26
5,3237,0,0
15,1417,0,0
11,2226,0,0
3,1802,1,28
8,802,1,68
11,3112,1,20
5,3835,0,0
20,571,0,0
6,1364,2,16
4,3476,0,0
6,897,0,0
5,3310,0,0
15,3798,0,0
6,2897,0,0
8,3246,2,8
11,540,2,36
4,6082,2,34
13,449,0,0
16,1775,0,0
14,2600,2,8
9,1011,0,0
4,6416,2,52
21,10,0,0
12,4768,0,0
17,1868,2,24
3,3175,0,0
6,6787,0,0
3,7134,0,0
10,4542,0,0
9,4968,1,24
9,1152,0,0
7,1756,2,40
21,1534,1,28
11,2395,0,0
17,1556,0,0
9,1372,2,32
3,5462,0,0
2,5145,0,0
3,210,2,22
17,2236,1,14
10,3944,0,0
1,4053,0,0
2,3434,2,12
20,1386,0,0
1,5689,0,0
4,4119,0,0
16,176,1,28
11,2438,2,20
14,832,0,0
15,2100,1,24
6,2228,0,0
1,2429,0,0
17,1396,1,32
5,6344,2,20
20,1600,1,12
9,2385,0,0
8,1400,2,60
15,887,0,0
2,3470,0,0
2,1316,1,38
21,1496,2,54
12,20,1,24
16,3352,1,28
18,1698,0,0
6,5488,2,12
7,4623,0,0
21,1902,1,24
11,1176,2,72
21,1224,0,0
20,1430,1,52
22,1044,0,0
15,1424,0,0
15,1905,0,0
5,5244,0,0
15,2364,2,24
4,6166,0,0
19,1356,2,8
18,1116,1,44
10,5012,0,0
13,153,0,0
11,1557,0,0
17,2496,2,16
4,1040,0,0
4,6055,0,0
11,2651,0,0
17,284,1,16
1,474,2,32
4,7310,0,0
14,2661,0,0
12,4492,1,24
11,5234,1,28
10,4636,0,0
3,2158,1,32
19,512,1,8
8,4531,0,0
1,2326,0,0
2,4520,0,0
8,5588,1,68
12,392,0,0
3,7916,0,0
6,4580,0,0
12,5168,1,12
5,4417,1,17
8,2968,1,32
13,2654,0,0
18,1728,2,80
7,902,1,26
17,977,0,0
7,5540,2,28
14,791,0,0
3,5743,0,0
16,253,0,0
2,9308,1,20
13,3980,2,40
17,2627,0,0
3,2181,0,0
8,3092,0,0
2,5112,1,48
14,223,0,0
3,482,0,0
5,1790,0,0
2,7536,2,28
10,3990,0,0
15,2246,0,0
2,1808,1,24
6,6344,2,36
1,9972,2,60
15,864,0,0
13,551,0,0
4,1004,2,28
3,1800,2,28
11,5150,2,30
18,36,2,36
1,7360,2,16
1,2368,1,44
20,1450,0,0
4,640,1,12
2,6792,1,40
2,1848,2,18
1,6856,2,64
1,7228,0,0
2,6324,1,64
7,1198,0,0
11,3736,2,8
12,2613,0,0
1,3370,0,0
5,6048,1,28
3,5983,0,0
21,1080,2,12
3,1772,1,28
17,2630,0,0
19,1444,1,24
1,4025,0,0
13,2214,0,0
8,2141,0,0
3,5497,0,0
15,2844,1,36
2,1682,1,12
13,821,0,0
15,2624,2,48
4,5954,2,14
2,8010,0,0
14,1770,0,0
7,456,1,44
11,2476,2,16
16,1406,0,0
1,7486,0,0
4,4843,0,0
11,3640,0,0
16,1216,1,12
3,7608,2,20
16,3404,2,24
6,5685,0,0
17,2952,2,36
2,2270,0,0
5,82,1,112
7,4166,0,0
15,2976,1,8
1,6056,1,24
9,2238,0,0
6,624,2,72
2,2552,2,44
12,4087,0,0
10,3165,0,0
13,1880,1,16
4,5557,0,0
12,1405,0,0
16,517,0,0
